index,cpd_id,action,variable,value,note,comment,reference,phase,date
639,m01685,add,kegg_alt,C02670,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
640,m02096,add,kegg_alt,C04849,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
641,m02319,add,kegg_alt,C01718,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
642,m02375,add,kegg_alt,C02986,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
643,m02386,add,kegg_alt,C00521,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
644,m02394,add,kegg_alt,C16241,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
645,m02525,add,kegg_alt,C01132,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
646,m02673,add,kegg_alt,D00491,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
647,m02771,add,kegg_alt,C02917,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
648,m02945,add,kegg_alt,G00370,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
649,m03000,add,kegg_alt,C04387,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
650,m00351,replace,kegg_id,C19962,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
651,m00429,replace,kegg_id,C01124,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
652,m00433,replace,kegg_id,C05297,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
653,m00619,replace,kegg_id,C15519,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
654,m00655,replace,kegg_id,C07343,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
655,m00943,replace,kegg_id,C15915,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
656,m00965,replace,kegg_id,C15522,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
657,m00967,replace,kegg_id,C05110,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
658,m01042,replace,kegg_id,C05356,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
659,m01178,replace,kegg_id,C17339,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
660,m01203,replace,kegg_id,C14823,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
661,m01314,replace,kegg_id,C15484,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
662,m01316,replace,kegg_id,C17432,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
663,m01384,replace,kegg_id,C20157,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
664,m01385,replace,kegg_id,C02094,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
665,m01447,replace,kegg_id,C15520,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
666,m01607,replace,kegg_id,C04902,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
667,m01616,replace,kegg_id,C00762,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
668,m01667,replace,kegg_id,C15560,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
669,m01685,replace,kegg_id,C06430,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
670,m01935,replace,kegg_id,C02483,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
671,m01938,replace,kegg_id,C14155,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
672,m02096,replace,kegg_id,C14808,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
673,m02098,replace,kegg_id,C14810,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
674,m02114,replace,kegg_id,C00823,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
675,m02149,replace,kegg_id,C16844,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
676,m02446,replace,kegg_id,G00689,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
677,m02449,replace,kegg_id,G00343,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
678,m02478,replace,kegg_id,C20635,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
679,m02534,replace,kegg_id,C06809,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
680,m02765,replace,kegg_id,C07711,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
681,m02931,replace,kegg_id,C03640,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
682,m03129,replace,kegg_id,C07880,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
683,m03142,replace,kegg_id,C05443,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
684,m00003,add,kegg_alt,C12100,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
685,m00006,add,kegg_alt,C16531,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
686,m00017,add,kegg_alt,C16526,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
687,m00018,add,kegg_alt,C16530,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
688,m00028,add,kegg_alt,C18177,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
689,m00029,add,kegg_alt,C18177,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
690,m00040,add,kegg_alt,C16531,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
691,m00043,add,kegg_alt,C16530,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
692,m00063,add,kegg_alt,C03069,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
693,m00073,add,kegg_alt,C16163,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
694,m00074,add,kegg_alt,C16166,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
695,m00074,add,kegg_alt,C16173,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
696,m00075,add,kegg_alt,C01089,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
697,m00076,add,kegg_alt,C02593,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
698,m00079,add,kegg_alt,C06736,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
699,m00090,add,kegg_alt,C05272,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
700,m00094,add,kegg_alt,C11896,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
701,m00094,add,kegg_alt,C13364,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
702,m00098,add,kegg_alt,C05954,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
703,m00101,add,kegg_alt,C03595,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
704,m00101,add,kegg_alt,C16179,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
705,m00104,add,kegg_alt,C04056,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
706,m00106,add,kegg_alt,C02050,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
707,m00111,add,kegg_alt,C19660,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
708,m00115,add,kegg_alt,C08363,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
709,m00117,add,kegg_alt,C08322,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
710,m00118,add,kegg_alt,C05273,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
711,m00123,add,kegg_alt,C16180,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
712,m00129,add,kegg_alt,C05273,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
713,m00132,add,kegg_alt,C19642,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
714,m00135,add,kegg_alt,C19660,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
715,m00141,add,kegg_alt,C06371,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
716,m00156,add,kegg_alt,C07577,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
717,m00156,add,kegg_alt,C07875,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
718,m00170,add,kegg_alt,C16216,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
719,m00172,add,kegg_alt,C05259,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
720,m00176,add,kegg_alt,C16216,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
721,m00177,add,kegg_alt,C05259,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
722,m00252,add,kegg_alt,C06088,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
723,m00253,add,kegg_alt,C00959,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
724,m00253,add,kegg_alt,C04685,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
725,m00254,add,kegg_alt,C11304,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
726,m00254,add,kegg_alt,C11367,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
727,m00255,add,kegg_alt,C05961,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
728,m00255,add,kegg_alt,C05963,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
729,m00257,add,kegg_alt,C06088,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
730,m00259,add,kegg_alt,C09693,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
731,m00259,add,kegg_alt,C09694,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
732,m00260,add,kegg_alt,C15373,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
733,m00262,add,kegg_alt,C16170,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
734,m00271,add,kegg_alt,C17013,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
735,m00273,add,kegg_alt,C18178,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
736,m00273,add,kegg_alt,C18179,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
737,m00278,add,kegg_alt,C00959,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
738,m00278,add,kegg_alt,C04685,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
739,m00282,add,kegg_alt,C02314,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
740,m00286,add,kegg_alt,C15221,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
741,m00287,add,kegg_alt,C10706,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
742,m00288,add,kegg_alt,C14624,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
743,m00289,add,kegg_alt,C09145,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
744,m00298,add,kegg_alt,C04717,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
745,m00299,add,kegg_alt,C17013,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
746,m00300,add,kegg_alt,C18178,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
747,m00300,add,kegg_alt,C18179,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
748,m00301,add,kegg_alt,C18178,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
749,m00301,add,kegg_alt,C18179,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
750,m00304,add,kegg_alt,C05952,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
751,m00307,add,kegg_alt,C14777,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
752,m00308,add,kegg_alt,C20388,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
753,m00310,add,kegg_alt,C04594,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
754,m00310,add,kegg_alt,C04780,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
755,m00312,add,kegg_alt,C14795,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
756,m00314,add,kegg_alt,C07355,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
757,m00317,add,kegg_alt,C16171,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
758,m00318,add,kegg_alt,C00959,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
759,m00318,add,kegg_alt,C04685,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
760,m00319,add,kegg_alt,C06094,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
761,m00319,add,kegg_alt,C09112,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
762,m00324,add,kegg_alt,C14749,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
763,m00324,add,kegg_alt,C14768,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
764,m00328,add,kegg_alt,C05950,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
765,m00328,add,kegg_alt,C08758,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
766,m00331,add,kegg_alt,C04707,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
767,m00331,add,kegg_alt,C04758,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
768,m00334,add,kegg_alt,C14807,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
769,m00338,add,kegg_alt,C00427,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
770,m00339,add,kegg_alt,C01312,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
771,m00340,add,kegg_alt,C04741,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
772,m00346,add,kegg_alt,C14158,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
773,m00346,add,kegg_alt,C14505,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
774,m00348,add,kegg_alt,C06093,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
775,m00348,add,kegg_alt,C09066,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
776,m00349,add,kegg_alt,C02110,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
777,m00350,add,kegg_alt,C07058,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
778,m00353,add,kegg_alt,C11061,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
779,m00354,add,kegg_alt,C14749,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
780,m00354,add,kegg_alt,C14768,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
781,m00355,add,kegg_alt,C17013,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
782,m00358,add,kegg_alt,C18179,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
783,m00359,add,kegg_alt,C18178,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
784,m00359,add,kegg_alt,C18179,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
785,m00360,add,kegg_alt,C15790,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
786,m00360,add,kegg_alt,C15800,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
787,m00362,add,kegg_alt,C01760,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
788,m00362,add,kegg_alt,C04166,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
789,m00365,add,kegg_alt,C00959,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
790,m00365,add,kegg_alt,C04685,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
791,m00371,add,kegg_alt,C13790,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
792,m00375,add,kegg_alt,C05949,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
793,m00375,add,kegg_alt,C05954,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
794,m00385,add,kegg_alt,C09066,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
795,m00386,add,kegg_alt,C01312,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
796,m00389,add,kegg_alt,C04707,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
797,m00391,add,kegg_alt,C06088,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
798,m00391,add,kegg_alt,C09205,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
799,m00392,add,kegg_alt,C05960,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
800,m00395,add,kegg_alt,C01844,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
801,m00410,add,kegg_alt,C05298,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
802,m00410,add,kegg_alt,C05300,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
803,m00411,add,kegg_alt,C05298,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
804,m00411,add,kegg_alt,C05300,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
805,m00414,add,kegg_alt,C14749,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
806,m00414,add,kegg_alt,C14768,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
807,m00415,add,kegg_alt,C17013,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
808,m00416,add,kegg_alt,C18178,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
809,m00416,add,kegg_alt,C18179,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
810,m00424,add,kegg_alt,C08503,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
811,m00424,add,kegg_alt,C14538,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
812,m00426,add,kegg_alt,C14749,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
813,m00426,add,kegg_alt,C14768,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
814,m00428,add,kegg_alt,C14749,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
815,m00428,add,kegg_alt,C14768,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
816,m00434,add,kegg_alt,C05295,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
817,m00461,add,kegg_alt,C01192,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
818,m00470,add,kegg_alt,C03805,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
819,m00474,add,kegg_alt,C03805,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
820,m00491,add,kegg_alt,C03630,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
821,m00496,add,kegg_alt,C04036,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
822,m00497,add,kegg_alt,C01192,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
823,m00517,add,kegg_alt,C00608,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
824,m00517,add,kegg_alt,C00675,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
825,m00519,add,kegg_alt,C08154,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
826,m00562,add,kegg_alt,C01942,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
827,m00563,add,kegg_alt,C01942,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
828,m00583,add,kegg_alt,C05956,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
829,m00583,add,kegg_alt,C05962,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
830,m00588,add,kegg_alt,C05956,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
831,m00588,add,kegg_alt,C05962,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
832,m00589,add,kegg_alt,C17013,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
833,m00590,add,kegg_alt,C04685,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
834,m00594,add,kegg_alt,C18178,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
835,m00594,add,kegg_alt,C18179,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
836,m00597,add,kegg_alt,C04741,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
837,m00598,add,kegg_alt,C01312,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
838,m00604,add,kegg_alt,C13713,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
839,m00604,add,kegg_alt,C14608,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
840,m00607,add,kegg_alt,C16494,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
841,m00608,add,kegg_alt,C03963,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
842,m00611,add,kegg_alt,C16497,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
843,m00612,add,kegg_alt,C04715,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
844,m00614,add,kegg_alt,C04644,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
845,m00615,add,kegg_alt,C05450,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
846,m00615,add,kegg_alt,C15614,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
847,m00621,add,kegg_alt,C04715,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
848,m00621,add,kegg_alt,C08891,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
849,m00622,add,kegg_alt,C08148,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
850,m00622,add,kegg_alt,C19900,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
851,m00624,add,kegg_alt,C01561,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
852,m00644,add,kegg_alt,C04676,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
853,m00645,add,kegg_alt,C02197,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
854,m00664,add,kegg_alt,C03087,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
855,m00664,add,kegg_alt,C08269,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
856,m00666,add,kegg_alt,C02295,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
857,m00667,add,kegg_alt,C03231,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
858,m00667,add,kegg_alt,C14144,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
859,m00678,add,kegg_alt,C11945,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
860,m00681,add,kegg_alt,C16167,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
861,m00681,add,kegg_alt,C16172,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
862,m00682,add,kegg_alt,C16165,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
863,m00686,add,kegg_alt,C05258,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
864,m00692,add,kegg_alt,C14253,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
865,m00692,add,kegg_alt,C14260,,identified while spot checking preliminary GPR conversion from human to rat,,updating KEGG annotations,2/10/15
